LNR,RESPONSE
41711,0.44642444453242036
41712,0.02
42029,0.02
42347,0.0
42352,0.01
42353,0.0
42671,0.02
42987,0.0
43310,0.01
43627,0.0
43629,0.02
43945,0.0
43953,0.01
43954,0.07
43961,0.01
44280,0.0
44917,0.01
44924,0.02
44927,0.01
45244,0.01
45570,0.01
45584,0.03
41721,0.0
41739,0.44642444453242036
42054,0.04
42369,0.01
42689,0.03
43019,0.01
43331,0.03
51328,0.01
51644,0.03
51653,0.05
51969,0.01
52308,0.04
52310,0.02
52626,0.03
52638,0.0
52940,0.0
52954,0.04
55194,0.0
55196,0.0
55526,0.44642444453242036
55847,0.0
55848,0.2554834871683291
51024,0.44642444453242036
51031,0.0
51342,0.0
51348,0.01
51666,0.04
51674,0.01
51680,0.03
52331,0.0
53302,0.406552097826891
82163,0.05
82481,0.01
82498,0.0
55852,0.406552097826891
55858,0.01
55859,0.03
51037,0.406552097826891
51039,0.0
51683,0.01
51685,0.0
51695,0.01
51702,0.0
52343,0.03
52353,0.4883638847206468
53314,0.44642444453242036
53322,0.0
53950,0.03
54597,0.0
54925,0.01
55245,0.02
55558,0.02
55882,0.0
51384,0.02
51703,0.0
51706,0.02
51711,0.02
52041,0.02
52047,0.01
52369,0.0
52689,0.0
53331,0.01
53341,0.01
63455,0.06
63780,0.01
63783,0.406552097826891
64096,0.02
64104,0.0
64109,0.0
64422,0.05
65391,0.2554834871683291
65705,0.0
65709,0.01
61568,0.01464970551433378
62203,0.04
62850,0.01
62851,0.04
63164,0.01
63491,0.01
63796,0.01
63799,0.01
63802,0.0
63812,0.01
64127,0.01
64449,0.04
64771,0.01
65082,0.44642444453242036
65399,0.01
66039,0.44642444453242036
66048,0.0
71758,0.05
72077,0.406552097826891
72087,0.44642444453242036
72405,0.0
72723,0.01
72735,0.0
73046,0.03
73682,0.0
73694,0.02
73696,0.03
74317,0.0
74974,0.0
75286,0.0
75605,0.0
75612,0.4883638847206468
75929,0.01
76239,0.0
71471,0.0
71776,0.01
71779,0.6288466376275085
72112,0.01
72417,0.0
72420,0.02
72425,0.0
73073,0.0
73393,0.0
73714,0.01
74337,0.05
74347,0.01
74354,0.06
74666,0.01
74667,0.406552097826891
74990,0.02
75949,0.0
75952,0.0
71486,0.05
71805,0.03
71813,0.03
72130,0.0
72437,0.02
82469,0.2554834871683291
82788,0.02
82793,0.4883638847206468
83111,0.0
83113,0.01
83420,0.02
83425,0.01
83428,0.2554834871683291
83433,0.01
83759,0.06
84381,0.02
84709,0.06
85024,0.01
85026,0.02
85671,0.04
35158,0.01
34851,0.01
34853,0.01
34859,0.01
35162,0.0
35165,0.4883638847206468
34865,0.0
34877,0.02
34898,0.0
35203,0.0
34902,0.0
34907,0.0
34930,0.07
34939,0.0
35249,0.03
35561,0.01
35568,0.4883638847206468
35572,0.01
35574,0.03
35575,0.0
35889,0.18683307539223942
35583,0.0
35587,0.0
35597,0.01
35900,0.0
35602,0.0
35606,0.04
35922,0.01
35936,0.02
41020,0.02
41028,0.02
41344,0.0
41666,0.025835263998645903
42319,0.02
42634,0.0
42944,0.01
42952,0.02
42954,0.0
43274,0.0
43582,0.18683307539223942
43590,0.04
43594,0.05
43909,0.0
43917,0.04
44561,0.02
45202,0.01
45210,0.0
41684,0.03
41691,0.01
42333,0.0
42660,0.0
42963,0.01
42979,0.0
43287,0.02
44582,0.2554834871683291
45233,0.02
45544,0.0
45550,0.0
40729,0.01
41379,0.0
41395,0.01
4332,0.0
4346,0.0
4044,0.04
5031,0.01
5033,0.04
5057,0.04
4737,0.09
5067,0.03
4757,0.0
4758,0.44642444453242036
4762,0.0
4780,0.44642444453242036
5183,0.02
5191,0.0
5198,0.44642444453242036
4802,0.01
5126,0.6288466376275085
5132,0.0
4830,0.01
5154,0.05
4854,0.44642444453242036
4861,0.01
5180,0.0
4574,0.01
4896,0.02
4592,0.02
4599,0.01
4914,0.02
4604,0.01
4932,0.01
4623,0.0
4633,0.02
4636,0.0
4944,0.0
4949,0.04
4644,0.44642444453242036
4977,0.01
4674,0.406552097826891
4986,0.01
4683,0.01
4686,0.0
4691,0.04
4700,0.0
5018,0.02
5341,0.05
5646,0.04
5647,0.2554834871683291
5649,0.01
5661,0.0
5671,0.06
5677,0.01
5375,0.04
5396,0.01
5410,0.01
5411,0.01
5714,0.0
5427,0.0
5436,0.0
5725,0.0
5733,0.0
5454,0.03
10241,0.02
10566,0.01
10579,0.0
929,0.0
935,0.0
1261,0.01
951,0.02
952,0.4883638847206468
955,0.0
1295,0.04
966,0.02
974,0.01
1305,0.01
995,0.04
998,0.02
1403,0.02
1001,0.0
1009,0.02
1338,0.05
1029,0.44642444453242036
1053,0.0
1062,0.01
1067,0.0
1071,0.01
9957,0.0
9960,0.05
9671,0.4883638847206468
9680,0.02
9982,0.03
9700,0.03
9712,0.01
10023,0.02
10042,0.0
10043,0.01
10048,0.01
10049,0.01
10054,0.01
10057,0.01
10388,0.02
10396,0.01
10700,0.01
10716,0.406552097826891
10418,0.0
10730,0.02
10733,0.0
10429,0.03
10844,0.01
10856,0.01
10448,0.0
10451,0.0
10458,0.02
10743,0.0
10753,0.0
10756,0.0
10465,0.01
10488,0.02
10490,0.01
10495,0.6288466376275085
10510,0.02
10818,0.02
10531,0.0
10823,0.0
10544,0.05
10553,0.02
31437,0.01
31442,0.01
31451,0.01
31453,0.02
31143,0.01
31146,0.01
31149,0.4883638847206468
31460,0.0
31466,0.01
31472,0.2554834871683291
31788,0.03
32113,0.44642444453242036
31807,0.01
32122,0.05
32127,0.01
31820,0.01
31832,0.44642444453242036
32267,0.0
31860,0.0
31873,0.01
32168,0.02
32177,0.4883638847206468
31882,0.02
31896,0.03
31910,0.0
32211,0.05
32232,0.05
31943,0.406552097826891
31950,0.0
32243,0.05
31966,0.01
31976,0.02
31666,0.01
31674,0.0
31989,0.02
31990,0.0
31991,0.01
31997,0.0
31692,0.44642444453242036
31719,0.0
31723,0.08
32039,0.0
32042,0.0
31739,0.2554834871683291
32061,0.01
32062,0.03
44333,0.0
44656,0.01
44658,0.0
44976,0.01
44990,0.44642444453242036
45312,0.01
45644,0.01
41146,0.44642444453242036
41459,0.02
41462,0.02
41787,0.01
42422,0.01
42743,0.01
43076,0.01
44350,0.01
44353,0.01
44356,0.02
25163,0.18683307539223942
25490,0.01
25811,0.44642444453242036
25501,0.004649705514333779
25502,0.0
25505,0.01
25835,0.02
25966,0.0
25973,0.02
25570,0.03
25862,0.0
25871,0.01
25877,0.0
34738,0.01
34445,0.01
34447,0.0
34754,0.0
34764,0.03
34772,0.03
34775,0.0
34484,0.02
34180,0.01
34199,0.0
34527,0.44642444453242036
34226,0.04
34555,0.0
34243,0.02
34252,0.0
34267,0.0
34276,0.01
34584,0.01
34283,0.44642444453242036
34290,0.0
34291,0.0
34295,0.01
34599,0.01
34603,0.03
35267,0.0
35270,0.01
35279,0.02
35300,0.0
34981,0.01
35338,0.02
35425,0.01
35426,0.0
35432,0.04
35022,0.02
35347,0.02
35062,0.03
35072,0.0
35104,0.01
35106,0.0
35114,0.02
35131,0.01
21744,0.01
21754,0.02
21784,0.02
22088,0.01
22095,0.0
21806,0.0
21811,0.03
22099,0.04
22104,0.02
21819,0.2554834871683291
21822,0.0
21834,0.03
21858,0.02
21862,0.02
21875,0.0
22163,0.02
21909,0.0
21910,0.0
21913,0.04
21650,0.0
21966,0.0
21977,0.4883638847206468
21662,0.01
21665,0.01
21668,0.01
21683,0.0
21697,0.01
22665,0.01
31548,0.01
31553,0.0
31555,0.01
31232,0.01
31647,0.0
31243,0.01
31266,0.01
31274,0.02
31590,0.0
31294,0.0
31296,0.01
31600,0.0
31314,0.02
31358,0.03
31369,0.02
31376,0.01
31070,0.01
31382,0.01
31385,0.01
31393,0.0
31086,0.01
31114,0.01
12861,0.01
13182,0.44642444453242036
13185,0.0
13190,0.0
13194,0.02
13536,0.44642444453242036
13542,0.01
13559,0.0
13600,0.0
13608,0.02
13922,0.01
13934,0.02
13634,0.0
13948,0.0
13961,0.04
13973,0.04
13976,0.0
13987,0.0
13989,0.01
13993,0.0
13685,0.02
13397,0.01
13714,0.0
13408,0.01
13416,0.03
13734,0.01
13429,0.6288466376275085
13743,0.0
13745,0.01
13440,0.05
13455,0.0
13461,0.4883638847206468
13469,0.01
13780,0.0
13483,0.0
13486,0.0
13805,0.04
13503,0.02
13821,0.0
14154,0.02
14463,0.0
14464,0.0
14467,0.0
14484,0.01
14494,0.01
14182,0.04
14513,0.0
14517,0.44642444453242036
14200,0.0
14230,0.406552097826891
14533,0.0
14536,0.02
14245,0.01
14246,0.01
14260,0.0
14263,0.03
14571,0.406552097826891
14574,0.0
14278,0.0
14279,0.01
14585,0.0
14589,0.0
14590,0.02
3494,0.0
3497,0.01
3824,0.04
3839,0.44642444453242036
3513,0.02
3937,0.0
3532,0.0
3533,0.01
3537,0.07
3848,0.6288466376275085
3543,0.0
3549,0.02
3553,0.01
3871,0.02
3880,0.0
3568,0.02
3573,0.01
3898,0.02
3585,0.0
3591,0.406552097826891
3313,0.02
3628,0.0
3356,0.02
3666,0.0
3390,0.0
3704,0.0
3719,0.0
3406,0.6288466376275085
3722,0.02
3438,0.04
3743,0.01
3751,0.0
4386,0.0
4081,0.01
4084,0.02
4086,0.03
4407,0.44642444453242036
4420,0.4883638847206468
4106,0.0
4108,0.01
4113,0.02
4114,0.0
4429,0.01
4433,0.02
4124,0.01
4145,0.03
4465,0.6288466376275085
4218,0.0
4504,0.03
4520,0.406552097826891
4523,0.01
4249,0.01
3946,0.0
3950,0.0
4293,0.02
5752,0.44642444453242036
5470,0.0
5775,0.01
5777,0.0
5492,0.03
5494,0.0
5495,0.0
5788,0.0
5793,0.4883638847206468
14054,0.01
14057,0.0
14398,0.01
14416,0.01
14098,0.06
14100,0.406552097826891
14103,0.0
14106,0.0
14421,0.406552097826891
14426,0.03
14430,0.0
14128,0.0
14130,0.01
15110,0.01
14789,0.0
14793,0.01
15120,0.0
15128,0.0
15138,0.02
14849,0.0
14853,0.0
14859,0.01
15199,0.02
14903,0.03
14929,0.01
14935,0.04
15253,0.0
14937,0.01
14949,0.01
14951,0.0
14676,0.44642444453242036
15000,0.01
15014,0.0
14712,0.0
15022,0.0
15037,0.0
15041,0.02
14753,0.01
15062,0.01
15072,0.0
14772,0.05
14775,0.01
15736,0.0
15421,0.0
15424,0.02
15437,0.01
15752,0.0
15755,0.4883638847206468
2158,0.0
2160,0.02
2161,0.01
2490,0.406552097826891
2493,0.0
2497,0.02
3120,0.02
3123,0.0
2830,0.44642444453242036
3145,0.02
2871,0.0
3282,0.02
3288,0.0
2883,0.01
3187,0.0
2904,0.07
2909,0.02
3205,0.44642444453242036
3234,0.02
3244,0.01
3245,0.02
3248,0.04
2960,0.4883638847206468
2964,0.01
3260,0.01
3275,0.06
3279,0.0
2984,0.01
2987,0.0
2992,0.02
2708,0.0
2718,0.02
3022,0.01
3036,0.01
2720,0.0
2735,0.0
3053,0.0
3060,0.44642444453242036
3071,0.01
3760,0.01
12309,0.0
12322,0.04
12352,0.02
12692,0.0
12382,0.44642444453242036
12703,0.0
12710,0.0
12727,0.0
12428,0.0
12444,0.02
12447,0.03
12451,0.03
77557,0.0
78505,0.44642444453242036
78821,0.0
79784,0.01
80100,0.01
80423,0.0
80437,0.03
80750,0.02
81060,0.02
81068,0.07
81075,0.0
81381,0.6288466376275085
76604,0.02
77252,0.01
77562,0.0
78212,0.0
78214,0.01
78518,0.04
78520,0.05
78521,0.0
78857,0.01
79163,0.01
79803,0.0
80123,0.01
80136,0.05
80138,0.0
80450,0.04
80454,0.01
80455,0.05
80457,0.01
81401,0.02
2266,0.0
2595,0.01
2289,0.0
2609,0.0
2611,0.44642444453242036
2613,0.0
2616,0.02
2628,0.01
2654,0.01
2346,0.0
2356,0.01
2057,0.2554834871683291
2364,0.03
2372,0.0
2083,0.44642444453242036
2115,0.01
2116,0.0
2117,0.04
2442,0.02
2454,0.01
2147,0.0
71153,0.01
66365,0.02
66998,0.01
67003,0.01
67007,0.03
67012,0.0
67317,0.01
57463,0.01
58098,0.0
58105,0.0
58414,0.0
58420,0.02
58746,0.406552097826891
59061,0.44642444453242036
59068,0.09
59375,0.406552097826891
59376,0.01
59387,0.01
59700,0.4883638847206468
60026,0.01
60028,0.02
60348,0.02
60655,0.0
60657,0.44642444453242036
60973,0.01
56201,0.02
56525,0.02
56837,0.0
56843,0.0
56845,0.0
57164,0.406552097826891
57805,0.01
57806,0.0
57808,0.0
58111,0.0
58436,0.02
58447,0.01
58751,0.07
59073,0.02
59396,0.01
59405,0.2554834871683291
59716,0.01
60037,0.0
60045,0.6288466376275085
60357,0.01
60363,0.01
60672,0.03
60684,0.406552097826891
60687,0.01
61006,0.01
56220,0.01
56222,0.0
56539,0.01
56540,0.01
56548,0.0
57497,0.01
57509,0.44642444453242036
57821,0.0
58135,0.0
58458,0.2554834871683291
58790,0.02
59424,0.0
59425,0.01
65474,0.02
65484,0.01
65797,0.01
65810,0.0
65812,0.0
70503,0.44642444453242036
70505,0.01
70825,0.01
70831,0.01
70832,0.0
32454,0.01
32781,0.03
32789,0.02
32812,0.01
32506,0.01
32512,0.0
32844,0.0037486968352976663
32845,0.0
32852,0.05
32875,0.0
32897,0.4883638847206468
32585,0.01
32279,0.01
32600,0.01
32610,0.02
32615,0.44642444453242036
32635,0.01
32638,0.03
32340,0.0
32345,0.0
32664,0.0
32674,0.01
32393,0.01
32702,0.0
32411,0.01
33048,0.03
33094,0.01
33402,0.04
33413,0.03
33105,0.0
33131,0.0
33168,0.02
33460,0.0
33461,0.01
33473,0.44642444453242036
33180,0.406552097826891
33214,0.0
33219,0.02
33226,0.01
32929,0.01
32934,0.44642444453242036
33241,0.0
41842,0.0
42495,0.01
42807,0.0
42808,0.03
42810,0.01
43122,0.01
44100,0.4883638847206468
44411,0.06
44418,0.0
45388,0.0
45394,0.02
45399,0.02
41541,0.4883638847206468
41866,0.18683307539223942
41875,0.05
42189,0.03
42196,0.02
42517,0.0
42521,0.0
42829,0.406552097826891
43477,0.01
44119,0.6288466376275085
44755,0.0
45407,0.04
45414,0.0
40586,0.01
40917,0.44642444453242036
41572,0.04
41889,0.01
41891,0.0
41897,0.0
42202,0.01
42216,0.4883638847206468
42539,0.02
42855,0.0
43173,0.0
43482,0.44642444453242036
43486,0.01
43487,0.01
43803,0.01
44131,0.0
44453,0.05
44776,0.0
45103,0.0
45436,0.02
40614,0.03
40937,0.01
41272,0.0
41274,0.03
41586,0.02
41591,0.01
41595,0.0
42237,0.03
70257,0.01
75682,0.0
76004,0.04
72500,0.02
72817,0.0
73461,0.05
73785,0.01
73795,0.0
73796,0.0
74105,0.0
74116,0.18
74435,0.0
74743,0.01
75071,0.01
75709,0.0
73477,0.03
73483,0.02
73798,0.01
74125,0.02
74128,0.02
74450,0.03
74769,0.03
74774,0.04
75085,0.01
75089,0.6288466376275085
75406,0.02
76057,0.0
76374,0.01
76376,0.0
71902,0.406552097826891
71903,0.01
72549,0.4883638847206468
72550,0.02
73179,0.0
74466,0.4883638847206468
77547,0.03
22773,0.0
22469,0.18683307539223942
22779,0.02
22795,0.6288466376275085
22796,0.0
22482,0.0
22487,0.0
22491,0.01
22817,0.05
22216,0.04
22537,0.18683307539223942
22542,0.0
22556,0.01
22568,0.0
22261,0.01
22266,0.01
22274,0.01
22584,0.03
22281,0.01
22618,0.0
22312,0.0
22329,0.18683307539223942
22643,0.02
22959,0.01
23280,0.0
22996,0.01
22997,0.0
23315,0.0
23033,0.44642444453242036
23455,0.02
23339,0.01
23371,0.0
23080,0.0
23384,0.0
23101,0.04
23118,0.0
23400,0.02
23139,0.01
22850,0.01
22881,0.0
22891,0.01
32071,0.01
32076,0.04
31775,0.18683307539223942
32743,0.01
32438,0.02
32443,0.01
45011,0.0
45327,0.0
45332,0.0
45334,0.01
40520,0.05
40846,0.6288466376275085
41159,0.01
41489,0.01
41807,0.01
41813,0.03
42128,0.06
42450,0.01
43406,0.01
43411,0.01
43417,0.01
43726,0.0
45024,0.406552097826891
40853,0.01
41510,0.02
41514,0.03
41832,0.0
41838,0.0
42156,0.4883638847206468
42475,0.02
42798,0.01
43107,0.03
43111,0.44642444453242036
43120,0.0
43121,0.6288466376275085
43422,0.0
44070,0.0
45042,0.44642444453242036
40546,0.02
41522,0.44642444453242036
54649,0.0
54650,0.406552097826891
54973,0.02
54986,0.0
55300,0.0
55306,0.01
55617,0.6288466376275085
55619,0.02
51440,0.02
51442,0.01
51443,0.02
51772,0.01
52104,0.44642444453242036
52424,0.44642444453242036
52434,0.04
53069,0.02
54025,0.02
54362,0.0
54674,0.0
54678,0.44642444453242036
54995,0.02
55314,0.01
55322,0.0
55639,0.06
55644,0.0
51135,0.44642444453242036
51462,0.44642444453242036
51466,0.01
52123,0.01
52456,0.44642444453242036
52776,0.44642444453242036
53090,0.0
53095,0.02
53407,0.4883638847206468
53729,0.01
53735,0.406552097826891
54047,0.01
54692,0.4883638847206468
55017,0.02
55020,0.0
55027,0.03
55028,0.02
55657,0.01
55660,0.02
50841,0.0
50846,0.0
52143,0.0
53436,0.0
53758,0.0
54064,0.02
54073,0.03
54395,0.0
54397,0.02
54402,0.4883638847206468
55048,0.0
55358,0.4883638847206468
55678,0.01
50858,0.0
51181,0.0
66118,0.04
66125,0.0
61671,0.01
62299,0.18683307539223942
62613,0.01
63253,0.05
63255,0.02
63577,0.02
63580,0.0
63586,0.0
64217,0.0
64223,0.0
64226,0.0
64855,0.03
65189,0.0
65497,0.406552097826891
65816,0.01
61368,0.0
61994,0.406552097826891
61996,0.0
62010,0.44642444453242036
62960,0.4883638847206468
62961,0.01
63288,0.02
63596,0.0
64558,0.0
64562,0.0
64882,0.03
65210,0.01
66156,0.02
61705,0.01
62026,0.01
62348,0.0
62656,0.03
62665,0.02
62974,0.0
62988,0.02
63295,0.0
63297,0.0
63305,0.0
63624,0.0
64895,0.0
65216,0.0
65228,0.01
65863,0.01
65870,0.18683307539223942
61084,0.01
61716,0.02
62686,0.44642444453242036
62689,0.01
62692,0.0
63319,0.0
68020,0.02
68337,0.01
68660,0.0
68673,0.03
68977,0.02
69297,0.6288466376275085
69306,0.0
54522,0.18683307539223942
54848,0.01
55154,0.01
55163,0.44642444453242036
55165,0.03
55805,0.18683307539223942
55808,0.02
50990,0.02
51641,0.0
51964,0.0
52607,0.406552097826891
52608,0.01
52924,0.0
52934,0.0
53253,0.05
53262,0.0
53902,0.01
54205,0.01
54208,0.0
54218,0.0
54861,0.0
54862,0.01
51001,0.02
61152,0.0
61155,0.01
61162,0.0
61793,0.04
61799,0.0
62127,0.44642444453242036
62754,0.406552097826891
63078,0.0
64035,0.02
64048,0.02
64688,0.04
65010,0.0
65314,0.0
65329,0.01
65635,0.01
65645,0.01
65957,0.0
65960,0.03
65965,0.6288466376275085
61179,0.0
61511,0.0
61819,0.04
61827,0.01
63422,0.01
63739,0.02
63744,0.01
63751,0.02
64376,0.02
64379,0.01
45499,0.18683307539223942
40673,0.02
40992,0.05
40998,0.02
41318,0.0
41327,0.6288466376275085
41966,0.02
41975,0.05
42292,0.44642444453242036
43574,0.01
44213,0.406552097826891
44548,0.0
44861,0.03
44864,0.03
45185,0.01
45187,0.44642444453242036
45513,0.0
45520,0.0
40695,0.0
40705,0.01
54147,0.0
54479,0.0
54789,0.406552097826891
55127,0.01
55753,0.44642444453242036
50938,0.01
50946,0.0
51264,0.04
51907,0.0
51924,0.01
52249,0.01
52576,0.0
53529,0.08
53535,0.2554834871683291
53541,0.0
53851,0.0
53854,0.01
53858,0.0
54490,0.02
54818,0.0
55457,0.0
50954,0.01
50959,0.02
51275,0.0
51280,0.0
51292,0.03
51934,0.02
52256,0.44642444453242036
52259,0.0
52264,0.0
52267,0.03
52272,0.01
52583,0.02
52591,0.04
52597,0.03
52900,0.02
52907,0.01
53557,0.01
53558,0.01
54191,0.01
54196,0.03
17291,0.01
27093,0.01
26790,0.0
26795,0.03
27109,0.0
26798,0.18683307539223942
26811,0.02
26828,0.0
27153,0.0
26883,0.02
26884,0.01
27191,0.0
26660,0.01
26677,0.0
26690,0.44642444453242036
26692,0.01
26695,0.0
27006,0.01
27009,0.02
26698,0.02
26702,0.01
26709,0.03
27703,0.0
27383,0.01
27396,0.01
27398,0.0
27400,0.01
27741,0.06
27753,0.05
27429,0.01
27776,0.03
27444,0.0
27861,0.02
27460,0.4883638847206468
27791,0.0
27808,0.4883638847206468
27506,0.01
27514,0.02
27825,0.0
27523,0.03
27538,0.0
27564,0.01
27567,0.0
27573,0.03
27265,0.0
71252,0.0
66464,0.0
66468,0.03
66473,0.01
66788,0.01
67100,0.01
72758,0.0
73079,0.406552097826891
73089,0.0
73397,0.0
73406,0.02
74054,0.02
74358,0.44642444453242036
74372,0.0
74681,0.04
75334,0.0
76286,0.04
71495,0.02
71507,0.0
71827,0.04
72143,0.01
72146,0.01
72461,0.03
73103,0.02
73747,0.03
73755,0.14
73756,0.0
74063,0.2554834871683291
74073,0.01
74378,0.0
75018,0.44642444453242036
75024,0.02
75354,0.01
75673,0.0
75979,0.01
76302,0.01
76307,0.02
71519,0.03
71846,0.01
72159,0.0
72163,0.2554834871683291
72170,0.01
72479,0.0
72486,0.0
72807,0.0
72810,0.0
73116,0.04
73130,0.0
73134,0.02
73762,0.406552097826891
75046,0.01
80787,0.2554834871683291
34317,0.406552097826891
34320,0.03
34655,0.0
34656,0.0
34342,0.0
34670,0.0
34378,0.0
34787,0.44642444453242036
34794,0.0
34399,0.02
34691,0.0
34693,0.01
34412,0.2554834871683291
31532,0.01
44791,0.406552097826891
45117,0.0
45129,0.03
45452,0.02
45459,0.01
45460,0.01
40625,0.02
40958,0.03
40968,0.4883638847206468
41284,0.44642444453242036
41616,0.0
41929,0.6288466376275085
42251,0.01
42253,0.01
42901,0.01
43213,0.0
43220,0.02
43523,0.0
43843,0.0
43852,0.0
43853,0.0
43860,0.01
44169,0.0
44506,0.0
44811,0.0
44822,0.0
44825,0.0
45146,0.01
40656,0.0
40988,0.02
41303,0.4883638847206468
41311,0.04
41313,0.08
41953,0.02
42275,0.0
42594,0.18683307539223942
43240,0.01
43871,0.03
43876,0.406552097826891
43881,0.0
44195,0.0
44514,0.0
44522,0.01
44829,0.6288466376275085
44833,0.44642444453242036
45157,0.44642444453242036
45161,0.01
45173,0.01
33676,0.02
33678,0.04
33979,0.0
33980,0.0
24298,0.01
24300,0.44642444453242036
24305,0.02
24599,0.0
24609,0.4883638847206468
24611,0.0
24330,0.01
24335,0.03
24624,0.0
24339,0.0
24341,0.0
24344,0.02
24345,0.44642444453242036
24638,0.05
24643,0.02
24360,0.06
24657,0.01
24660,0.01
24671,0.0
24676,0.0
24385,0.04
24391,0.01
32957,0.31
33262,0.04
32961,0.03
33291,0.44642444453242036
32988,0.1
32990,0.01
33012,0.44642444453242036
33332,0.02
33022,0.02
34013,0.0
33685,0.406552097826891
34038,0.01
33712,0.0
33715,0.03
33718,0.01
34173,0.01
33761,0.02
33768,0.0
33794,0.02
33797,0.01
33802,0.01
33824,0.05
33825,0.0
34156,0.44642444453242036
33840,0.2554834871683291
33544,0.0
33863,0.01
33573,0.03
33578,0.0
33579,0.0
33583,0.01
33590,0.406552097826891
33595,0.4883638847206468
33611,0.01
33616,0.0
33617,0.406552097826891
33919,0.4883638847206468
33925,0.02
33938,0.01
33636,0.01
33947,0.0
33952,0.01
33648,0.406552097826891
33657,0.0
25730,0.0
25737,0.05
25756,0.0
25774,0.0
25779,0.44642444453242036
25791,0.0
25796,0.03
26124,0.01
26134,0.01
26461,0.0
26151,0.6288466376275085
26158,0.0
26516,0.02
26184,0.406552097826891
26600,0.0
